Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,ID
11.8,Low Fat,0.11350542,Soft Drinks,186.8924,1999,Medium,Tier 1,Supermarket Type1,2961.4784,DRJ24OUT049
,Regular,0.094201477,Meat,213.356,1985,Medium,Tier 3,Supermarket Type3,6817.792,FDW51OUT027
17.25,Regular,0.125224466,Breakfast,41.248,1997,Small,Tier 1,Supermarket Type1,679.116,FDN49OUT046
11.35,Regular,0.005561798,Fruits and Vegetables,168.379,2007,,Tier 2,Supermarket Type1,3225.801,FDE20OUT017
19.25,LF,0.101980245,Dairy,54.3956,2002,,Tier 2,Supermarket Type1,873.5296,FDV38OUT045
19.7,Regular,0.081193712,Baking Goods,198.411,2007,,Tier 2,Supermarket Type1,2553.343,FDH60OUT017
14,Low Fat,0.024369007,Household,40.2454,1999,Medium,Tier 1,Supermarket Type1,922.7988,NCD55OUT049
8.355,Low Fat,0.188619537,Canned,146.4418,2007,,Tier 2,Supermarket Type1,3089.9778,FDU13OUT017
15.1,reg,0.094037291,Fruits and Vegetables,62.3194,1999,Medium,Tier 1,Supermarket Type1,495.3552,FDZ07OUT049
12.1,Low Fat,0.030188505,Canned,77.367,2002,,Tier 2,Supermarket Type1,612.536,FDY13OUT045
8.185,low fat,0.046578409,Fruits and Vegetables,48.6692,2002,,Tier 2,Supermarket Type1,1182.4608,FDP56OUT045
,Regular,0.223985293,Soft Drinks,186.2924,1985,Small,Tier 1,Grocery Store,555.2772,DRA59OUT019
15.5,Regular,0.085763562,Frozen Foods,49.0692,1987,High,Tier 3,Supermarket Type1,295.6152,FDY40OUT013
14,Regular,0.105145451,Frozen Foods,144.2812,1997,Small,Tier 1,Supermarket Type1,4844.3608,FDW40OUT046
18,Low Fat,0.019382568,Health and Hygiene,129.3994,2004,Small,Tier 2,Supermarket Type1,3340.9844,NCW17OUT035
9.6,Low Fat,0,Soft Drinks,166.5158,1999,Medium,Tier 1,Supermarket Type1,3509.4318,DRN37OUT049
,Low Fat,0.093002339,Fruits and Vegetables,177.7712,1985,Medium,Tier 3,Supermarket Type3,4921.5936,FDZ19OUT027
9.6,Low Fat,0.035549527,Snack Foods,244.117,1987,High,Tier 3,Supermarket Type1,5346.374,FDW34OUT013
,Low Fat,0.054720642,Frozen Foods,107.8254,1985,Medium,Tier 3,Supermarket Type3,2387.5588,FDC28OUT027
16.7,Regular,0.052708138,Frozen Foods,114.7176,2007,,Tier 2,Supermarket Type1,2404.8696,FDB29OUT017
9.3,Low Fat,0.089144149,Canned,144.9786,1999,Medium,Tier 1,Supermarket Type1,1011.3502,FDE26OUT049
8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,2004,Small,Tier 2,Supermarket Type1,6371.706,FDG45OUT035
19.1,Low Fat,0.178272728,Household,172.4422,2007,,Tier 2,Supermarket Type1,1551.9798,NCC18OUT017
8.88,Low Fat,0.099024124,Household,208.527,2009,Medium,Tier 3,Supermarket Type2,3145.905,NCU54OUT018
6.825,Regular,0.046898544,Canned,153.7998,2007,,Tier 2,Supermarket Type1,922.7988,FDF26OUT017
11.5,Regular,0.041994624,Frozen Foods,194.782,2004,Small,Tier 2,Supermarket Type1,3475.476,FDX52OUT035
7.075,Low Fat,0.022694623,Frozen Foods,98.8068,2007,,Tier 2,Supermarket Type1,2527.3768,FDR04OUT017
20.7,Low Fat,0.039467795,Household,151.7366,2007,,Tier 2,Supermarket Type1,604.5464,NCP06OUT017
7.895,Regular,0.061270647,Breakfast,56.7588,1999,Medium,Tier 1,Supermarket Type1,343.5528,FDN25OUT049
6.86,Low Fat,0.036686158,Household,229.601,2009,Medium,Tier 3,Supermarket Type2,2526.711,NCH42OUT018
9.6,Regular,0.014200671,Snack Foods,187.1872,1987,High,Tier 3,Supermarket Type1,3214.4824,FDO46OUT013
12.1,Low Fat,0.079806266,Household,172.1106,1997,Small,Tier 1,Supermarket Type1,3422.212,NCG54OUT046
11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8366,1987,High,Tier 3,Supermarket Type1,1057.9562,FDU07OUT013
9.5,Low Fat,0,Hard Drinks,190.9872,2002,,Tier 2,Supermarket Type1,3025.3952,DRJ11OUT045
21,Low Fat,0.049381666,Snack Foods,193.0478,1999,Medium,Tier 1,Supermarket Type1,1549.9824,FDH10OUT049
5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,1997,Small,Tier 1,Supermarket Type1,2022.7004,FDN56OUT046
,Regular,0.109274313,Fruits and Vegetables,225.3062,1985,Small,Tier 1,Grocery Store,677.1186,FDY56OUT019
17.6,Low Fat,0.018889593,Health and Hygiene,236.259,1987,High,Tier 3,Supermarket Type1,4727.18,NCQ53OUT013
20.35,Low Fat,0.021369722,Household,75.8328,2002,,Tier 2,Supermarket Type1,154.4656,NCN54OUT045
7.39,Low Fat,0.092927148,Household,249.5066,1999,Medium,Tier 1,Supermarket Type1,4267.1122,NCC43OUT049
,Regular,0.113139486,Starchy Foods,92.9804,1985,Small,Tier 1,Grocery Store,183.7608,FDB35OUT019
9.195,Regular,0.117387066,Snack Foods,160.2578,1987,High,Tier 3,Supermarket Type1,4492.8184,FDX33OUT013
17.1,Low Fat,0.038730229,Household,166.2842,2004,Small,Tier 2,Supermarket Type1,4807.7418,NCT06OUT035
13,Regular,0.030211742,Canned,59.322,2009,Medium,Tier 3,Supermarket Type2,539.298,FDM50OUT018
15.5,Low Fat,0.032924463,Baking Goods,107.2938,1999,Medium,Tier 1,Supermarket Type1,2143.876,FDC37OUT049
8.695,Low Fat,0.120022543,Household,94.8094,2009,Medium,Tier 3,Supermarket Type2,1428.141,NCT54OUT018
,Regular,0.037388493,Snack Foods,107.8254,1985,Medium,Tier 3,Supermarket Type3,1410.8302,FDG34OUT027
7.5,low fat,0.096413261,Household,55.3588,1997,Small,Tier 1,Supermarket Type1,1030.6584,NCW54OUT046
7.485,Low Fat,0.069405301,Snack Foods,112.1228,2009,Medium,Tier 3,Supermarket Type2,1105.228,FDZ46OUT018
9.8,Low Fat,0.090649107,Others,194.3478,2002,,Tier 2,Supermarket Type1,4649.9472,NCK19OUT045
11.395,Low Fat,0.021649904,Health and Hygiene,150.8708,2002,,Tier 2,Supermarket Type1,4363.6532,NCQ05OUT045
20.7,Low Fat,0.02689477,Household,76.7354,2004,Small,Tier 2,Supermarket Type1,2482.7682,NCE54OUT035
16.2,Regular,0.016679232,Frozen Foods,96.3726,1999,Medium,Tier 1,Supermarket Type1,2740.4328,FDH17OUT049
,Regular,0.00978492,Starchy Foods,225.9062,1985,Small,Tier 1,Grocery Store,451.4124,FDB23OUT019
13.15,Low Fat,0.056429024,Soft Drinks,144.2812,1997,Small,Tier 1,Supermarket Type1,1282.3308,DRL49OUT046
21.25,Low Fat,0.009998763,Meat,182.3608,1997,Small,Tier 1,Supermarket Type1,551.2824,FDT03OUT046
13.15,Low Fat,0.020757926,Breads,84.3566,2002,,Tier 2,Supermarket Type1,761.0094,FDW59OUT045
19.6,LF,0.041374909,Household,89.2514,2002,,Tier 2,Supermarket Type1,1416.8224,NCB18OUT045
12.6,Low Fat,0.096756649,Snack Foods,208.7612,2007,,Tier 2,Supermarket Type1,5226.53,FDI22OUT017
12.8,Regular,0.079523619,Dairy,181.7608,2007,,Tier 2,Supermarket Type1,4961.5416,FDZ50OUT017
7.285,Low Fat,0,Dairy,155.1288,2007,,Tier 2,Supermarket Type1,1414.1592,FDS14OUT017
13.1,Low Fat,0.012167988,Others,190.253,2007,,Tier 2,Supermarket Type1,4174.566,NCN19OUT017
8.63,Regular,0.032976399,Snack Foods,114.6518,2002,,Tier 2,Supermarket Type1,2846.295,FDG46OUT045
10.195,Regular,0.147492524,Frozen Foods,141.5838,2007,,Tier 2,Supermarket Type1,1685.8056,FDS04OUT017
16.85,Regular,0,Snack Foods,110.0544,1999,Medium,Tier 1,Supermarket Type1,2572.6512,FDM58OUT049
9.3,Low Fat,0.028566433,Baking Goods,193.0136,1999,Medium,Tier 1,Supermarket Type1,4860.34,FDB60OUT049
15.85,Regular,0.110479217,Frozen Foods,36.7506,2009,Medium,Tier 3,Supermarket Type2,531.3084,FDH28OUT018
5.485,Low Fat,0.042838514,Health and Hygiene,163.7842,2002,,Tier 2,Supermarket Type1,1657.842,NCU53OUT045
18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,1987,High,Tier 3,Supermarket Type1,3397.5774,FDL44OUT013
12.6,Low Fat,0.096132367,Snack Foods,208.9612,1987,High,Tier 3,Supermarket Type1,4181.224,FDI22OUT013
,LF,0.168780127,Soft Drinks,197.8768,1985,Small,Tier 1,Grocery Store,197.0768,DRM37OUT019
12.85,Low Fat,0.099193899,Frozen Foods,38.1164,2002,,Tier 2,Supermarket Type1,656.4788,FDX40OUT045
6.13,Low Fat,0.076721393,Dairy,59.4536,2004,Small,Tier 2,Supermarket Type1,2021.3688,DRG15OUT035
,Regular,0.06173052,Fruits and Vegetables,159.1578,1985,Small,Tier 1,Grocery Store,160.4578,FDV19OUT019
5.655,Low Fat,0.174934513,Soft Drinks,145.0102,1987,High,Tier 3,Supermarket Type1,1895.5326,DRF01OUT013
11.1,Low Fat,0,Household,119.1124,1997,Small,Tier 1,Supermarket Type1,1303.6364,NCV54OUT046
11.6,Regular,0.009802791,Snack Foods,223.0404,2009,Medium,Tier 3,Supermarket Type2,1125.202,FDO21OUT018
16,Regular,0.09942555,Frozen Foods,87.0856,1999,Medium,Tier 1,Supermarket Type1,527.3136,FDA40OUT049
12.15,Low Fat,0.062384659,Starchy Foods,34.6532,1999,Medium,Tier 1,Supermarket Type1,719.064,FDE59OUT049
6.55,Regular,0.034745307,Breads,158.8288,2009,Medium,Tier 3,Supermarket Type2,4399.6064,FDX47OUT018
9.6,Low Fat,0.035579135,Snack Foods,244.417,1997,Small,Tier 1,Supermarket Type1,1944.136,FDW34OUT046
19.1,Low Fat,0.067569539,Household,43.0796,2009,Medium,Tier 3,Supermarket Type2,619.194,NCM30OUT018
14,Regular,0.029697925,Dairy,143.0786,1987,High,Tier 3,Supermarket Type1,3178.5292,FDA02OUT013
14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,2004,Small,Tier 2,Supermarket Type1,2246.4092,FDV19OUT035
4.92,LF,0.045916788,Baking Goods,198.8084,1987,High,Tier 3,Supermarket Type1,2976.126,FDT48OUT013
13.5,Low Fat,0.021539999,Fruits and Vegetables,182.4976,2002,,Tier 2,Supermarket Type1,1629.8784,FDD09OUT045
15.7,Regular,0.027673055,Canned,169.279,2002,,Tier 2,Supermarket Type1,3735.138,FDZ25OUT045
8.97,Low Fat,0.092997032,Household,55.2956,2004,Small,Tier 2,Supermarket Type1,873.5296,NCE19OUT035
15.35,Low Fat,0.073283193,Soft Drinks,91.812,1997,Small,Tier 1,Supermarket Type1,1771.028,DRE25OUT046
,Regular,0.041049322,Canned,41.2454,1985,Medium,Tier 3,Supermarket Type3,1342.2528,FDC14OUT027
,Regular,0.008525061,Meat,72.5038,1985,Medium,Tier 3,Supermarket Type3,2512.7292,FDO15OUT027
17.7,Low Fat,0.117201696,Snack Foods,184.0266,2007,,Tier 2,Supermarket Type1,2397.5458,FDC46OUT017
6.36,Low Fat,0.005977465,Household,163.3526,2004,Small,Tier 2,Supermarket Type1,2631.2416,NCX42OUT035
,Low Fat,0,Frozen Foods,225.3062,1985,Medium,Tier 3,Supermarket Type3,4288.4178,FDK52OUT027
,Low Fat,0.157528118,Dairy,142.9154,1985,Small,Tier 1,Grocery Store,141.8154,FDD04OUT019
8.235,Low Fat,0.082427854,Baking Goods,149.3076,1997,Small,Tier 1,Supermarket Type1,2808.3444,FDF12OUT046
12.35,Low Fat,0.041802518,Health and Hygiene,34.8216,1999,Medium,Tier 1,Supermarket Type1,311.5944,NCL41OUT049
18,Low Fat,0.015450376,Health and Hygiene,158.9604,1997,Small,Tier 1,Supermarket Type1,1584.604,NCW41OUT046
20,Low Fat,0.057527544,Baking Goods,43.1086,1998,,Tier 3,Grocery Store,89.2172,FDO60OUT010
6.055,Low Fat,0.025512207,Fruits and Vegetables,159.692,2009,Medium,Tier 3,Supermarket Type2,5592.72,FDZ55OUT018
6.63,reg,0.174110803,Baking Goods,166.85,1998,,Tier 3,Grocery Store,499.35,FDZ59OUT010
,Low Fat,0.175362333,Baking Goods,158.9604,1985,Medium,Tier 3,Supermarket Type3,4436.8912,FDO24OUT027
8.3,Regular,0.038367194,Dairy,87.1198,2009,Medium,Tier 3,Supermarket Type2,959.4178,FDW14OUT018
20.25,Regular,0.014781046,Dairy,193.8162,1987,High,Tier 3,Supermarket Type1,3463.4916,FDD40OUT013
8.6,Regular,0.040268044,Canned,191.453,1999,Medium,Tier 1,Supermarket Type1,1707.777,FDJ38OUT049
19.5,Low Fat,0.014355033,Household,55.4614,2007,,Tier 2,Supermarket Type1,552.614,NCO54OUT017
5.095,Regular,0.129766301,Snack Foods,141.6838,2002,,Tier 2,Supermarket Type1,3231.1274,FDJ10OUT045
11,Low Fat,0.008997141,Meat,119.9756,2007,,Tier 2,Supermarket Type1,1938.8096,FDK27OUT017
18.25,Low Fat,0.07784544,Snack Foods,260.5962,1999,Medium,Tier 1,Supermarket Type1,3884.943,FDR09OUT049
20,Low Fat,0,Baking Goods,43.4086,2009,Medium,Tier 3,Supermarket Type2,401.4774,FDO60OUT018
,Low Fat,0.074265816,Dairy,109.5228,1985,Medium,Tier 3,Supermarket Type3,3757.7752,FDX50OUT027
,Regular,0.102422487,Fruits and Vegetables,131.4968,1985,Medium,Tier 3,Supermarket Type3,1565.9616,FDR44OUT027
7.5,Low Fat,0.032811503,Frozen Foods,239.6906,2007,,Tier 2,Supermarket Type1,2614.5966,FDD17OUT017
7.22,Regular,0.038477325,Baking Goods,62.951,2009,Medium,Tier 3,Supermarket Type2,1138.518,FDI60OUT018
12,Regular,0.020411155,Meat,98.6042,1997,Small,Tier 1,Supermarket Type1,1091.2462,FDH31OUT046
12.15,Regular,0.042552418,Canned,123.5046,2007,,Tier 2,Supermarket Type1,1743.0644,FDL50OUT017
11.6,Regular,0.009818244,Snack Foods,223.1404,2007,,Tier 2,Supermarket Type1,5175.9292,FDO21OUT017
8.315,Regular,0.035572183,Baking Goods,144.4444,1997,Small,Tier 1,Supermarket Type1,2902.888,FDW12OUT046
12.15,Regular,0.04274788,Meat,183.695,1999,Medium,Tier 1,Supermarket Type1,2929.52,FDT15OUT049
5.905,Low Fat,0.04572322,Canned,222.1456,1999,Medium,Tier 1,Supermarket Type1,5747.1856,FDV25OUT049
8.575,Low Fat,0.023934398,Soft Drinks,105.828,2002,,Tier 2,Supermarket Type1,958.752,DRH13OUT045
17.35,Regular,0.146527359,Seafood,147.905,1999,Medium,Tier 1,Supermarket Type1,2247.075,FDG21OUT049
18.6,Low Fat,0.012651172,Household,123.1414,2004,Small,Tier 2,Supermarket Type1,2314.9866,NCI55OUT035
,Low Fat,0.107507291,Household,34.8558,1985,Medium,Tier 3,Supermarket Type3,441.4254,NCO06OUT027
15.1,Regular,0.096295326,Meat,133.4942,2002,,Tier 2,Supermarket Type1,1457.4362,FDR27OUT045
,Low Fat,0,Starchy Foods,167.5158,1985,Medium,Tier 3,Supermarket Type3,4345.0108,FDA22OUT027
7.825,Low Fat,0.079613553,Meat,65.0826,2004,Small,Tier 2,Supermarket Type1,1162.4868,FDS03OUT035
9.17,Low Fat,0.103398309,Baking Goods,143.947,2009,Medium,Tier 3,Supermarket Type2,2576.646,FDZ12OUT018
20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,1998,,Tier 3,Grocery Store,247.6776,FDJ20OUT010
12.1,Low Fat,0.020551458,Snack Foods,146.6734,1987,High,Tier 3,Supermarket Type1,2227.101,FDV09OUT013
13.65,Regular,0.025961116,Snack Foods,80.4302,1999,Medium,Tier 1,Supermarket Type1,316.9208,FDW09OUT049
8.38,Regular,0.046960237,Baking Goods,111.857,1999,Medium,Tier 1,Supermarket Type1,2966.139,FDS36OUT049
19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,2009,Medium,Tier 3,Supermarket Type2,2239.0854,FDY19OUT018
8.67,Low Fat,0.065436581,Soft Drinks,142.9128,1997,Small,Tier 1,Supermarket Type1,2013.3792,DRC49OUT046
15.6,Low Fat,0.08126841,Baking Goods,110.2544,2002,,Tier 2,Supermarket Type1,1789.6704,FDN12OUT045
12.35,Regular,0.072689818,Dairy,48.7692,2009,Medium,Tier 3,Supermarket Type2,788.3072,FDJ03OUT018
17.7,Low Fat,0.116723677,Snack Foods,182.4266,1999,Medium,Tier 1,Supermarket Type1,5163.9448,FDC46OUT049
12.5,Regular,0.074035423,Canned,87.9198,2009,Medium,Tier 3,Supermarket Type2,1133.8574,FDM02OUT018
20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,1987,High,Tier 3,Supermarket Type1,1017.3424,FDV20OUT013
13.15,Low Fat,0.092854963,Household,158.7604,2002,,Tier 2,Supermarket Type1,3010.7476,NCH07OUT045
,Regular,0,Frozen Foods,230.0668,1985,Small,Tier 1,Grocery Store,691.1004,FDL28OUT019
,Low Fat,0.044606379,Snack Foods,174.2054,1985,Medium,Tier 3,Supermarket Type3,4377.635,FDJ46OUT027
10.85,Low Fat,0.162107603,Snack Foods,106.3622,1987,High,Tier 3,Supermarket Type1,2117.244,FDQ34OUT013
,Low Fat,0,Health and Hygiene,37.3506,1985,Medium,Tier 3,Supermarket Type3,1024.6662,NCD42OUT027
17.7,Low Fat,0.030060895,Snack Foods,166.4816,2009,Medium,Tier 3,Supermarket Type2,2013.3792,FDO34OUT018
14.35,Low Fat,0.081050006,Baking Goods,79.196,2007,,Tier 2,Supermarket Type1,1278.336,FDX60OUT017
20,Regular,0.051783761,Frozen Foods,125.8678,2007,,Tier 2,Supermarket Type1,3433.5306,FDZ28OUT017
12.3,Low Fat,0,Baking Goods,37.2874,1987,High,Tier 3,Supermarket Type1,705.748,FDT36OUT013
10.3,Regular,0.024998007,Baking Goods,174.4422,2009,Medium,Tier 3,Supermarket Type2,3448.844,FDL24OUT018
15.6,Regular,0.105208448,Snack Foods,170.5764,1987,High,Tier 3,Supermarket Type1,4466.1864,FDJ58OUT013
9.8,Regular,0.14118383,Baking Goods,50.5008,2009,Medium,Tier 3,Supermarket Type2,253.004,FDY12OUT018
11.1,Low Fat,0.135692831,Snack Foods,220.0482,2009,Medium,Tier 3,Supermarket Type2,2628.5784,FDP58OUT018
,Low Fat,0.116347087,Frozen Foods,76.867,1985,Medium,Tier 3,Supermarket Type3,2526.711,FDC41OUT027
11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,1987,High,Tier 3,Supermarket Type1,413.4618,FDY07OUT013
7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,2007,,Tier 2,Supermarket Type1,3064.0116,FDN08OUT017
,Low Fat,0.070912843,Frozen Foods,121.5098,1985,Medium,Tier 3,Supermarket Type3,2410.196,FDJ53OUT027
19.6,Regular,0.041571557,Frozen Foods,49.9376,1997,Small,Tier 1,Supermarket Type1,623.1888,FDX04OUT046
6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,1997,Small,Tier 1,Supermarket Type1,2988.1104,FDZ19OUT046
20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,1997,Small,Tier 1,Supermarket Type1,940.7754,FDB45OUT046
18,Low Fat,0.079299474,Household,170.5422,1998,,Tier 3,Grocery Store,344.8844,NCF54OUT010
7.05,Low Fat,0.085138334,Snack Foods,108.6912,2002,,Tier 2,Supermarket Type1,1310.2944,FDX21OUT045
16.25,Low Fat,0.087175137,Dairy,98.341,1997,Small,Tier 1,Supermarket Type1,1351.574,FDA50OUT046
20.7,Low Fat,0.093214498,Dairy,74.667,2007,,Tier 2,Supermarket Type1,2143.876,DRH39OUT017
5.44,Low Fat,0.025458716,Dairy,241.2538,1987,High,Tier 3,Supermarket Type1,3124.5994,FDA38OUT013
20.5,Low Fat,0.032741422,Household,40.4822,1987,High,Tier 3,Supermarket Type1,589.233,NCP30OUT013
12.35,Regular,0.038560279,Fruits and Vegetables,109.857,1999,Medium,Tier 1,Supermarket Type1,1208.427,FDW19OUT049
,Low Fat,0.130544568,Frozen Foods,248.046,1985,Medium,Tier 3,Supermarket Type3,7883.072,FDF41OUT027
4.61,Low Fat,0.122629121,Hard Drinks,175.4396,2004,Small,Tier 2,Supermarket Type1,2616.594,DRF23OUT035
8.275,Low Fat,0.110913601,Household,106.3306,2007,,Tier 2,Supermarket Type1,1254.3672,NCP14OUT017
,Low Fat,0.121635591,Fruits and Vegetables,175.4738,1985,Medium,Tier 3,Supermarket Type3,2954.1546,FDK44OUT027
8.27,Regular,0.128449055,Soft Drinks,186.5924,2009,Medium,Tier 3,Supermarket Type2,4442.2176,DRA59OUT018
7.905,Low Fat,0.055098434,Frozen Foods,109.2254,2002,,Tier 2,Supermarket Type1,976.7286,FDC28OUT045
16.2,Low Fat,0,Health and Hygiene,182.1608,1999,Medium,Tier 1,Supermarket Type1,3123.9336,NCO53OUT049
,LF,0,Fruits and Vegetables,258.3988,1985,Small,Tier 1,Grocery Store,256.9988,FDY55OUT019
13.6,Low Fat,0.010013429,Household,176.437,2002,,Tier 2,Supermarket Type1,4587.362,NCS54OUT045
9.395,Low Fat,0.040187877,Others,85.6908,2007,,Tier 2,Supermarket Type1,1593.9252,NCM07OUT017
7.35,reg,0.024044279,Fruits and Vegetables,241.0512,1998,,Tier 3,Grocery Store,242.3512,FDQ19OUT010
15.35,Low Fat,0.014007727,Frozen Foods,38.319,1987,High,Tier 3,Supermarket Type1,292.952,FDS40OUT013
14.5,Regular,0.041214746,Canned,42.0454,1987,High,Tier 3,Supermarket Type1,629.181,FDC14OUT013
12.6,Regular,0.031663212,Baking Goods,173.2764,2009,Medium,Tier 3,Supermarket Type2,1030.6584,FDR12OUT018
10.8,Regular,0,Baking Goods,39.3138,1987,High,Tier 3,Supermarket Type1,1015.345,FDM60OUT013
18.85,Low Fat,0.042716162,Canned,257.833,1999,Medium,Tier 1,Supermarket Type1,3332.329,FDG26OUT049
12.15,Low Fat,0.06479182,Others,254.004,2002,,Tier 2,Supermarket Type1,2277.036,NCL55OUT045
11.6,Regular,0.009761175,Snack Foods,226.9404,2004,Small,Tier 2,Supermarket Type1,1800.3232,FDO21OUT035
15.3,Low Fat,0.02295878,Household,101.6332,1987,High,Tier 3,Supermarket Type1,1845.5976,NCG18OUT013
20.35,Regular,0.030927632,Dairy,256.8672,1997,Small,Tier 1,Supermarket Type1,3579.3408,FDA27OUT046
14.5,Low Fat,0.103752817,Dairy,155.1998,1998,,Tier 3,Grocery Store,307.5996,DRG03OUT010
6.89,Regular,0.136428395,Snack Foods,193.982,1997,Small,Tier 1,Supermarket Type1,1737.738,FDC22OUT046
14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,1998,,Tier 3,Grocery Store,108.5254,FDC21OUT010
16.85,reg,0.026627857,Canned,93.712,2009,Medium,Tier 3,Supermarket Type2,745.696,FDN50OUT018
8.93,Low Fat,0.028393624,Dairy,153.434,1987,High,Tier 3,Supermarket Type1,1378.206,DRF27OUT013
8.31,Regular,0.116331694,Snack Foods,176.9028,2007,,Tier 2,Supermarket Type1,3010.7476,FDW57OUT017
19,Low Fat,0.112893408,Snack Foods,131.0626,1998,,Tier 3,Grocery Store,524.6504,FDM34OUT010
,Regular,0.017937483,Meat,103.499,1985,Medium,Tier 3,Supermarket Type3,1547.985,FDZ39OUT027
,Regular,0.164438907,Frozen Foods,188.4214,1985,Small,Tier 1,Grocery Store,376.8428,FDU28OUT019
5.19,Regular,0.044252621,Meat,102.599,1997,Small,Tier 1,Supermarket Type1,1651.184,FDQ27OUT046
17,Low Fat,0.120060274,Frozen Foods,246.5434,2007,,Tier 2,Supermarket Type1,4470.1812,FDQ52OUT017
11.65,Regular,0.010909704,Meat,110.8544,1987,High,Tier 3,Supermarket Type1,1677.816,FDT51OUT013
20.25,Low Fat,0.059055045,Household,247.346,2002,,Tier 2,Supermarket Type1,1970.768,NCI30OUT045
10,Low Fat,0.149223055,Health and Hygiene,145.8102,1998,,Tier 3,Grocery Store,874.8612,NCX29OUT010
,Regular,0.084404264,Dairy,49.5376,1985,Small,Tier 1,Grocery Store,143.8128,FDX38OUT019
11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,2007,,Tier 2,Supermarket Type1,2631.2416,FDO08OUT017
11.8,reg,0.057655493,Meat,152.6366,2009,Medium,Tier 3,Supermarket Type2,1662.5026,FDM15OUT018
9.695,Regular,0.030413777,Snack Foods,221.3114,2009,Medium,Tier 3,Supermarket Type2,2217.114,FDW22OUT018
13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,2007,,Tier 2,Supermarket Type1,2846.295,FDT08OUT017
17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,1997,Small,Tier 1,Supermarket Type1,2669.1922,FDS32OUT046
11.3,Low Fat,0.047912071,Household,179.866,2009,Medium,Tier 3,Supermarket Type2,1258.362,NCI06OUT018
,Low Fat,0.066611321,Snack Foods,178.237,1985,Medium,Tier 3,Supermarket Type3,3705.177,FDR21OUT027
19.35,Low Fat,0.016611475,Frozen Foods,122.0098,1997,Small,Tier 1,Supermarket Type1,2651.2156,FDD05OUT046
6.905,Regular,0.03822479,Dairy,99.8726,2002,,Tier 2,Supermarket Type1,587.2356,FDZ02OUT045
13.5,Regular,0.129016487,Starchy Foods,98.4068,1999,Medium,Tier 1,Supermarket Type1,1846.9292,FDH47OUT049
16.85,Regular,0.080141165,Snack Foods,111.4544,2007,,Tier 2,Supermarket Type1,2013.3792,FDM58OUT017
20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,2002,,Tier 2,Supermarket Type1,3755.112,FDG09OUT045
6.175,Regular,0.179355893,Meat,94.1752,1999,Medium,Tier 1,Supermarket Type1,575.2512,FDO27OUT049
18.5,Regular,0.062510529,Frozen Foods,146.8418,2009,Medium,Tier 3,Supermarket Type2,2059.9852,FDI41OUT018
13.35,Low Fat,0.038519399,Snack Foods,236.8564,2004,Small,Tier 2,Supermarket Type1,5005.4844,FDK34OUT035
,Low Fat,0.047827139,Household,105.3622,1985,Medium,Tier 3,Supermarket Type3,3387.5904,NCX54OUT027
8.115,Regular,0.032208865,Canned,154.9972,1999,Medium,Tier 1,Supermarket Type1,3739.1328,FDL14OUT049
15.85,Low Fat,0.078874948,Canned,37.4506,2009,Medium,Tier 3,Supermarket Type2,303.6048,FDA13OUT018
,Regular,0.097275777,Breads,223.9088,1985,Small,Tier 1,Grocery Store,223.7088,FDS11OUT019
16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,2007,,Tier 2,Supermarket Type1,1298.31,FDT43OUT017
21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,2009,Medium,Tier 3,Supermarket Type2,380.8376,FDR07OUT018
12.15,Low Fat,0.131714183,Frozen Foods,245.846,2009,Medium,Tier 3,Supermarket Type2,4434.228,FDF41OUT018
16.6,Low Fat,0.135944247,Hard Drinks,172.0422,1999,Medium,Tier 1,Supermarket Type1,2586.633,DRM23OUT049
11.6,Regular,0.077478931,Frozen Foods,170.3106,2009,Medium,Tier 3,Supermarket Type2,4277.765,FDO52OUT018
20.6,Regular,0.046114018,Snack Foods,178.2344,2002,,Tier 2,Supermarket Type1,1070.6064,FDD10OUT045
,Regular,0.161030847,Canned,251.2408,1985,Small,Tier 1,Grocery Store,1001.3632,FDN38OUT019
20.1,Regular,0.054455495,Frozen Foods,149.5366,1997,Small,Tier 1,Supermarket Type1,2871.5954,FDE17OUT046
13.65,Regular,0,Dairy,186.024,2009,Medium,Tier 3,Supermarket Type2,4287.752,FDZ03OUT018
